Segundo,Bytes_Por_Segundo
9.975339855,1444
9.975437328,1444
9.976496877,1444
9.97659424,1444
9.977614531,1444
9.97775602,1444
9.978711651,1444
9.978804588,1444
9.979849587,1444
9.97997075,1444
9.980968559,1444
9.981117336,1444
9.982089793,1444
9.982245243,1444
9.983188614,1444
9.983354218,1444
9.984337682,1444
9.984481105,1444
9.985434531,1444
9.985536489,1444
9.986567415,1444
9.986698372,1444
9.987686041,1444
9.987782857,1444
9.988819583,1444
9.98890467,1444
9.989937173,1444
9.990026529,1444
9.991057223,1444
9.991186696,1444
9.992156749,1444
9.992248081,1444
9.993304359,1444
9.99340153,1444
9.994425601,1444
9.994509732,1444
9.995542466,1444
9.995648969,1444
9.996642256,1444
9.996730292,1444
9.997784217,1444
9.997869211,1444
9.998908146,1444
9.99899033,1444
10.000020026,1444
10.000169895,1444
10.001139165,1444
10.001227609,1444
10.00226727,1444
10.002358994,1444
10.003388819,1444
10.003481783,1444
10.004512848,1444
10.004592146,1444
10.005611256,1444
10.005701574,1444
10.006753186,1444
10.00683945,1444
10.007875712,1444
10.008007459,1444
10.008995653,1444
10.009102804,1444
10.010094091,1444
10.010182171,1444
10.011237007,1444
10.011329914,1444
10.01235968,1444
10.012468773,1444
10.013481407,1444
10.013641871,1444
10.014577029,1444
10.014700166,1444
10.015733751,1444
10.015868582,1444
10.01682823,1444
10.016918501,1444
10.017975579,1444
10.018099482,1444
10.019068882,1444
10.019162294,1444
10.020221524,1444
10.020375783,1444
10.021318802,1444
10.021410398,1444
10.022450385,1444
10.022531046,1444
10.023547381,1444
10.023636191,1444
10.024695761,1444
10.024784521,1444
10.02581248,1444
10.02590102,1444
10.026932136,1444
10.026995847,1444
10.028036025,1444
10.028129417,1444
10.029178795,1444
10.029269758,1444
10.030301378,1444
10.030413409,1444
10.031420395,1444
10.031490754,1444
10.032519924,1444
10.032607941,1444
10.033660479,1444
10.033765192,1444
10.03481107,1444
10.034897285,1444
10.035925253,1444
10.036092171,1444
10.037041006,1444
10.037141369,1444
10.038154035,1444
10.038253432,1444
10.039277663,1444
10.039376654,1444
10.040393401,1444
10.040535362,1444
10.041490446,1444
10.041655091,1444
10.042633084,1444
10.042745173,1444
10.043754732,1444
10.043867417,1444
10.044857899,1444
10.044998149,1444
10.045992794,1444
10.04609467,1444
10.047121781,1444
10.047220487,1444
10.048240586,1444
10.048339154,1444
10.04975779,1444
10.049857042,1444
10.050482286,1444
10.050579048,1444
10.05160179,1444
10.05170083,1444
10.052724424,1444
10.05281759,1444
10.053844259,1444
10.053938288,1444
10.054942514,1444
10.055066736,1444
10.05606752,1444
10.05617737,1444
10.057210022,1444
10.057331384,1444
10.058350033,1444
10.058602413,1444
10.059431338,1444
10.059541798,1444
10.06057625,1444
10.060675508,1444
10.061699605,1444
10.061795744,1444
10.062812264,1444
10.062927656,1444
10.063911581,1444
10.064056378,1444
10.065087854,1444
10.065184707,1444
10.066180151,1444
10.066290498,1444
10.06730241,1444
10.067376413,1444
10.068412082,1444
10.068511764,1444
10.069541997,1444
10.06971087,1444
10.070702306,1444
10.070814251,1444
10.071781738,1444
10.071870934,1444
10.072903189,1444
10.073001614,1444
10.07400641,1444
10.074110742,1444
10.075126772,1444
10.075244052,1444
10.076266078,1444
10.076372963,1444
10.07736787,1444
10.077477111,1444
10.078491467,1444
10.078603289,1444
10.079637004,1444
10.079738674,1444
10.080754485,1444
10.080865599,1444
10.081849665,1444
10.081977037,1444
10.082974434,1444
10.083093211,1444
10.084134606,1444
10.084254758,1444
10.085216946,1444
10.085321119,1444
10.086329679,1444
10.086455662,1444
10.087452788,1444
10.08757774,1444
10.088573767,1444
10.088693818,1444
10.089694503,1444
10.089783171,1444
10.090811163,1444
10.090944318,1444
10.091935479,1444
10.092081926,1444
10.093062697,1444
10.093168861,1444
10.094182817,1444
10.094326309,1444
10.095305804,1444
10.09540475,1444
10.096441924,1444
10.096574255,1444
10.097543546,1444
10.097667525,1444
10.098661543,1444
10.09875938,1444
10.09978052,1444
10.099881152,1444
10.100924399,1444
10.101046395,1444
10.102030429,1444
10.10218313,1444
10.103145751,1444
10.103321435,1444
10.104266708,1444
10.104367512,1444
10.105414229,1444
10.105544698,1444
10.106528914,1444
10.106636425,1444
10.107650479,1444
10.107745298,1444
10.108749287,1444
10.108872039,1444
10.109873335,1444
10.110002033,1444
10.110993514,1444
10.111120731,1444
10.112115518,1444
10.112229026,1444
10.113233446,1444
10.113333302,1444
10.114376085,1444
10.114481535,1444
10.11549671,1444
10.115621439,1444
10.116605996,1444
10.116668008,1444
10.117719375,1444
10.1178365,1444
10.118859781,1444
10.118991805,1444
10.119970482,1444
10.120117939,1444
10.121088528,1444
10.121207659,1444
10.122207393,1444
10.122313016,1444
10.123347596,1444
10.123474543,1444
10.124448908,1444
10.124573217,1444
10.125935339,1444
10.126051611,1444
10.12669781,1444
10.126797875,1444
10.127831687,1444
10.127966788,1444
10.128954396,1444
10.129062427,1444
10.130080677,1444
10.130173459,1444
10.131170909,1444
10.131299959,1444
10.13229696,1444
10.132403067,1444
10.133416184,1444
10.13351314,1444
10.134555472,1444
10.134666685,1444
10.135654266,1444
10.135793216,1444
10.136784046,1444
10.136923403,1444
10.137932585,1444
10.138086411,1444
10.139035816,1444
10.139141147,1444
10.140145788,1444
10.140239992,1444
10.141285626,1444
10.141411508,1444
10.142384384,1444
10.142490594,1444
10.143504527,1444
10.143624455,1444
10.144625375,1444
10.144769033,1444
10.145752544,1444
10.145893888,1444
10.146868541,1444
10.146990466,1444
10.148009466,1444
10.148088853,1444
10.149111232,1444
10.149236109,1444
10.150231308,1444
10.150332147,1444
10.151372505,1444
10.151468651,1444
10.152494633,1444
10.152629828,1444
10.153592358,1444
10.153721422,1444
10.154716407,1444
10.154821852,1444
10.1558567,1444
10.156027786,1444
10.156959725,1444
10.157073182,1444
10.158076374,1444
10.158192024,1444
10.159199599,1444
10.159325746,1444
10.160321585,1444
10.160448436,1444
10.161442207,1444
10.161563402,1444
10.162559118,1444
10.162660569,1444
10.16370558,1444
10.163808935,1444
10.164824771,1444
10.164971985,1444
10.165945669,1444
10.166121603,1444
10.167068789,1444
10.167382645,1444
10.168204112,1444
10.168312143,1444
10.169321752,1444
10.16938407,1444
10.170420164,1444
10.170480832,1444
10.171543754,1444
10.171600737,1444
10.172661222,1444
10.172737666,1444
10.173784868,1444
10.173839336,1444
10.174903648,1444
10.175012493,1444
10.176019503,1444
10.176131342,1444
10.177144711,1444
10.177231742,1444
10.178265505,1444
10.178322443,1444
10.17938552,1444
10.179490691,1444
10.180503582,1444
10.180604711,1444
10.181648456,1444
10.181725352,1444
10.18275669,1444
10.182860862,1444
10.183876589,1444
10.184009841,1444
10.184988704,1444
10.185100416,1444
10.186114599,1444
10.186220328,1444
10.187233685,1444
10.187345064,1444
10.188355721,1444
10.188440274,1444
10.189473539,1444
10.189600671,1444
10.190596469,1444
10.190724291,1444
10.191717494,1444
10.191850877,1444
10.192838646,1444
10.19300285,1444
10.194004336,1444
10.194092171,1444
10.195099681,1444
10.195191664,1444
10.196217447,1444
10.196315961,1444
10.197323413,1444
10.197428715,1444
10.198441416,1444
10.19855166,1444
10.199565754,1444
10.199673416,1444
10.200686473,1444
10.200794402,1444
10.202188878,1444
10.202296376,1444
10.202930479,1444
10.203029925,1444
10.204049781,1444
10.204125401,1444
10.205171336,1444
10.205236864,1444
10.206291327,1444
10.206387787,1444
10.207408701,1444
10.207517433,1444
10.208534752,1444
10.208635121,1444
10.209654323,1444
10.209752552,1444
10.210776474,1444
10.210902188,1444
10.211894332,1444
10.212031907,1444
10.213018697,1444
10.213142082,1444
10.214140325,1444
10.214244941,1444
10.215260597,1444
10.215370224,1444
10.216378503,1444
10.216484672,1444
10.217502616,1444
10.2176263,1444
10.218625708,1444
10.218723936,1444
10.21981043,1444
10.2198593,1444
10.220868735,1444
10.22096165,1444
10.221988515,1444
10.222115567,1444
10.223108612,1444
10.223242032,1444
10.22424073,1444
10.224359042,1444
10.225344406,1444
10.225458075,1444
10.226465426,1444
10.226571637,1444
