Source IP,Destination IP,Source Port,Destination Port,Protocol,Length,Time Since Reference
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.503366440
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.503458107
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.504491516
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.504569422
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.505613276
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.505694861
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.506704854
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.506733495
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.506800729
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.506871403
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.507851349
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.507961117
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.508976738
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.509059265
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.510098144
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.510173587
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.511187620
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.511217381
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.511279072
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.511377258
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.512336646
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.512420979
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.513461222
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.513548550
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.514581328
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.514668249
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.515672024
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.515701534
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.515758745
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.515843840
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.516820503
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.516924113
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.517947003
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.518038039
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.519066472
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.519156024
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.520156075
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.520187532
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.520249314
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.520311723
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.521305298
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.521391620
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.522428196
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.522510877
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.523550151
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.523645387
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.524641015
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.524674716
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.524722973
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.524781407
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.525789096
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.525870792
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.526912646
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.526998974
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.528035365
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.528120525
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.529124703
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.529159352
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.529247968
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.529304713
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.530280507
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.530376672
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.531415962
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.531511351
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.532533593
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.532621230
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.533621894
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.533650391
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.533708262
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.533773888
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.534778832
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.534933401
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.535896703
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.536019819
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.537011547
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.537112977
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.538096930
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.538190563
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.538485601
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.538572259
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.539252406
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.539339058
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.540372211
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.540454411
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.541490479
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.541574024
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.542585110
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.542609574
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.542668125
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.542732981
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.543731042
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.543812835
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.544854497
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.544937645
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.545975366
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.546063932
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.547063409
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.547092581
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.547163543
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.547225213
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.548211787
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.548292519
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.549337215
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.549423465
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.550455529
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.550534117
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.551549279
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.551577670
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.551641681
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.551709907
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.552695666
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.552780930
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.553820349
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.553927594
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.554940339
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.555065216
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.556032053
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.556062517
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.556119980
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.556193673
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.557183304
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.557275046
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.558304580
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.558385250
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.559425033
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.559540527
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.560518179
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.560554395
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.560628367
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.560671679
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.561668435
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.561777390
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.562808585
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.562911540
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.563911612
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.564043568
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.565030239
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.565060519
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.565133197
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.565179005
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.566151245
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.566255462
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.567293747
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.567375043
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.568396558
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.568495697
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.569504064
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.569541378
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.569611848
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.569654145
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.570632265
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.570732220
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.571776710
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.571838746
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.572879968
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.572980239
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.573983459
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.574026556
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.574062304
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.574114145
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.575116726
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.575218177
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.576261747
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.576354698
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.577386711
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.577509368
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.578454613
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.578491948
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.578534314
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.578581829
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.579603879
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.579664765
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.580728055
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.580835033
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.581872329
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.581977717
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.582992887
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.582993595
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.583083638
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.583132865
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.584100396
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.584210961
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.585213403
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.585353831
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.586349567
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.586475206
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.587437788
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.587451809
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.587525373
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.587577527
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.588571642
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.588684039
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.589705016
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.589852331
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.590816712
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.590900398
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.591905481
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.591960032
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.592017752
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.592056662
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.593096253
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.593195220
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.594199161
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.594299676
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.595325648
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.595426031
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.596385578
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.596442146
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.596490339
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.596538979
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.597540382
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.597642563
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.598700455
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.598832664
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.599783642
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.599864784
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.600889162
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.600917182
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.600986379
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.601024993
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.602023448
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.602135951
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.603167722
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.603239119
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.604268459
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.604372825
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.605370209
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.605413662
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.605472580
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.605519469
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.606506384
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.606609290
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.607650740
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.607757464
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.608753908
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.608853579
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.609858376
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.609895437
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.609965280
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.610005384
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.610991900
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.611093724
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.612137910
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.612255078
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.613238296
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.613343391
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.614341412
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.614510474
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.614749377
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.614867933
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.615501819
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.615601196
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.616621044
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.616726634
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.617742519
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.617849047
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.618807248
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.618864977
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.618963728
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.619007442
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.619968698
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.620049976
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.621086532
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.621178878
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.622203211
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.622339202
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.623288275
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.623325779
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.623424280
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.623465842
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.624465593
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.624570332
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.625590318
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.625686224
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.626709295
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.626804983
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.627774230
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.627830655
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.627857461
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.627906301
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.628929719
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.629042398
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.630080468
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.630180347
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.631193405
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.631298652
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.632257252
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.632318042
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.632360789
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.632402725
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.633413345
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.633520093
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.634536438
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.634636296
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.635678152
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.635780677
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.636761175
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.636803044
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.636836759
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.636887185
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.637899820
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.637966414
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.639025744
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.639088402
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.640143796
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.640222671
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.641226310
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.641265399
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.641326330
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.641369193
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.642380317
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.642475781
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.643524635
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.643635263
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.644648523
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.644756407
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.645728960
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.645771572
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.645837347
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.645875837
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.646865120
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.647001148
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.647989082
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.648114381
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.649112508
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.649213502
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.650213410
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.650251155
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.650320663
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.650360361
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.651348675
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.651450114
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.652495523
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.652602783
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.653615375
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.653715583
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.654705477
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.654736568
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.654805733
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.654849098
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.655834701
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.655910173
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.656958709
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.657058157
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.658099326
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.658194018
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.659183972
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.659219645
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.659292922
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.659332952
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.660320109
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.660419316
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.661467167
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.661573317
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.662593733
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.662702650
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.663651238
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.663705022
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.663763054
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.663805640
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.664805718
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.664911763
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.665934611
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.666032720
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.667076910
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.667179180
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.668149645
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.668192073
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.668232120
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.668280121
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.669289498
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.669394924
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.670431558
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.670530641
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.671553494
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.671658034
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.672624156
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.672675641
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.672685181
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.672723107
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.673775198
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.673826543
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.674897430
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.674961536
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.676029019
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.676131127
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.677108591
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.677161363
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.677212555
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.677251983
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.678255628
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.678367200
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.679387798
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.679498025
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.680505282
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.680614701
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.681607777
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.681638007
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.681729079
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.681790932
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.682742385
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.682856349
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.683892915
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.684051007
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.684992088
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.685098522
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.686111126
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.686140405
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.686214534
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.686256689
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.687224831
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.687335543
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.688370511
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.688471566
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.689497688
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.689601175
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.690577127
10.0.1.1,10.0.4.4,50000,50000,17,1444,15.690678854
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.690927147
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.690998070
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.691714528
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.691815119
10.0.2.2,10.0.4.4,50000,50000,17,1444,15.692853673
