Segundos_em_0.001,Bytes_Por_0.001_Segundo,Quantidade_pacotes
10.262,2888,2
10.263,1444,1
10.264,1444,1
10.265,2888,2
10.266,2888,2
10.267,2888,2
10.268,2888,2
10.269,2888,2
10.27,2888,2
10.271,2888,2
10.272,1444,1
10.273,1444,1
10.274,2888,2
10.275,2888,2
10.276,2888,2
10.277,2888,2
10.278,1444,1
10.279,4332,3
10.28,2888,2
10.281,1444,1
10.282,1444,1
10.283,2888,2
10.284,2888,2
10.285,2888,2
10.286,2888,2
10.287,2888,2
10.288,2888,2
10.289,2888,2
10.29,1444,1
10.291,1444,1
10.292,2888,2
10.293,2888,2
10.294,2888,2
10.295,2888,2
10.296,2888,2
10.297,2888,2
10.298,2888,2
10.299,2888,2
10.3,1444,1
10.301,1444,1
10.302,2888,2
10.303,2888,2
10.304,2888,2
10.305,2888,2
10.306,2888,2
10.307,2888,2
10.308,2888,2
10.309,1444,1
10.31,1444,1
10.311,2888,2
10.312,2888,2
10.313,2888,2
10.314,2888,2
10.315,2888,2
10.316,2888,2
10.317,2888,2
10.318,1444,1
10.319,1444,1
10.32,2888,2
10.321,2888,2
10.322,2888,2
10.323,2888,2
10.324,2888,2
10.325,2888,2
10.326,2888,2
10.327,2888,2
10.328,1444,1
10.329,1444,1
10.33,2888,2
10.331,2888,2
10.332,2888,2
10.333,2888,2
10.334,2888,2
10.335,2888,2
10.336,2888,2
10.337,1444,1
10.338,1444,1
10.339,2888,2
10.34,2888,2
10.341,2888,2
10.342,2888,2
10.343,2888,2
10.344,2888,2
10.345,2888,2
10.346,2888,2
10.348,2888,2
10.349,2888,2
10.35,2888,2
10.351,2888,2
10.352,2888,2
10.353,2888,2
10.355,4332,3
10.356,1444,1
10.357,2888,2
10.358,2888,2
10.359,2888,2
10.36,2888,2
10.361,2888,2
10.362,2888,2
10.363,2888,2
10.364,2888,2
10.366,2888,2
10.367,2888,2
10.368,2888,2
10.369,2888,2
10.37,2888,2
10.371,2888,2
10.372,2888,2
10.373,2888,2
10.374,1444,1
10.375,1444,1
10.376,2888,2
10.377,2888,2
10.378,2888,2
10.379,2888,2
10.38,2888,2
10.381,2888,2
10.382,2888,2
10.383,1444,1
10.384,1444,1
10.385,2888,2
10.386,2888,2
10.387,2888,2
10.388,2888,2
10.389,2888,2
10.39,2888,2
10.391,2888,2
10.392,2888,2
10.394,2888,2
10.395,2888,2
10.396,2888,2
10.397,2888,2
10.398,2888,2
10.399,2888,2
10.4,2888,2
10.401,2888,2
10.402,1444,1
10.403,1444,1
10.404,2888,2
10.405,2888,2
10.406,2888,2
10.407,2888,2
10.408,2888,2
10.409,2888,2
10.41,2888,2
10.411,1444,1
10.412,1444,1
10.413,2888,2
10.414,2888,2
10.415,2888,2
10.416,2888,2
10.417,2888,2
10.418,2888,2
10.419,2888,2
10.42,1444,1
10.421,1444,1
10.422,2888,2
10.423,2888,2
10.424,2888,2
10.425,2888,2
10.426,2888,2
10.427,2888,2
10.428,2888,2
10.429,1444,1
10.43,1444,1
10.431,2888,2
10.432,2888,2
10.433,2888,2
10.434,2888,2
10.435,2888,2
10.436,2888,2
10.437,2888,2
10.438,2888,2
10.44,2888,2
10.441,2888,2
10.442,2888,2
10.443,2888,2
10.444,2888,2
10.445,2888,2
10.446,2888,2
10.447,2888,2
10.448,1444,1
10.449,1444,1
10.45,2888,2
10.451,2888,2
10.452,2888,2
10.453,2888,2
10.454,2888,2
10.455,2888,2
10.456,2888,2
10.457,1444,1
10.458,1444,1
10.459,2888,2
10.46,2888,2
10.461,2888,2
10.462,2888,2
10.463,2888,2
10.464,2888,2
10.465,2888,2
10.466,2888,2
10.467,1444,1
10.468,1444,1
10.469,2888,2
10.47,2888,2
10.471,2888,2
10.472,2888,2
10.473,2888,2
10.474,2888,2
10.475,2888,2
10.476,1444,1
10.477,1444,1
10.478,2888,2
10.479,2888,2
10.48,2888,2
10.481,2888,2
10.482,2888,2
10.483,2888,2
10.484,2888,2
10.485,1444,1
10.486,1444,1
10.487,2888,2
10.488,2888,2
10.489,2888,2
10.49,2888,2
10.491,2888,2
10.492,2888,2
10.493,2888,2
10.494,1444,1
10.495,1444,1
10.496,2888,2
10.497,2888,2
10.498,2888,2
10.499,2888,2
10.5,2888,2
10.501,2888,2
10.502,2888,2
10.503,2888,2
10.505,2888,2
10.506,2888,2
10.507,2888,2
10.508,2888,2
10.509,2888,2
10.51,2888,2
10.511,2888,2
10.512,2888,2
10.513,1444,1
10.514,1444,1
10.515,2888,2
10.516,2888,2
10.517,2888,2
10.518,2888,2
10.519,2888,2
10.52,2888,2
10.521,2888,2
10.522,1444,1
10.523,1444,1
10.524,2888,2
10.525,2888,2
10.526,2888,2
10.527,2888,2
10.528,2888,2
10.529,2888,2
10.53,2888,2
10.531,1444,1
10.532,1444,1
10.533,2888,2
10.534,2888,2
10.535,2888,2
10.536,2888,2
10.537,2888,2
10.538,2888,2
10.539,2888,2
10.54,2888,2
10.542,2888,2
10.543,2888,2
10.544,2888,2
10.545,2888,2
10.546,2888,2
10.547,2888,2
10.548,2888,2
10.549,2888,2
10.55,1444,1
10.551,1444,1
10.552,2888,2
10.553,2888,2
10.554,2888,2
10.555,2888,2
10.556,2888,2
10.557,2888,2
10.558,2888,2
10.559,1444,1
10.56,1444,1
10.561,2888,2
10.562,2888,2
10.563,2888,2
10.564,2888,2
10.565,2888,2
10.566,2888,2
10.567,2888,2
10.568,1444,1
10.569,1444,1
10.57,2888,2
10.571,2888,2
10.572,2888,2
10.573,2888,2
10.574,2888,2
10.575,2888,2
10.576,2888,2
10.577,1444,1
10.578,2888,2
10.579,1444,1
10.58,2888,2
10.581,2888,2
10.582,2888,2
10.583,2888,2
10.584,2888,2
10.585,2888,2
10.586,2888,2
10.587,1444,1
10.588,1444,1
10.589,2888,2
10.59,2888,2
10.591,2888,2
10.592,2888,2
10.593,2888,2
10.594,2888,2
10.595,2888,2
10.596,1444,1
10.597,1444,1
10.598,2888,2
10.599,2888,2
10.6,2888,2
10.601,2888,2
10.602,2888,2
10.603,2888,2
10.604,2888,2
10.605,2888,2
10.607,2888,2
10.608,2888,2
10.609,2888,2
10.61,2888,2
10.611,2888,2
10.612,2888,2
10.613,2888,2
10.614,2888,2
10.615,1444,1
10.616,1444,1
10.617,2888,2
10.618,2888,2
10.619,2888,2
10.62,2888,2
10.621,2888,2
10.622,2888,2
10.623,2888,2
10.624,1444,1
10.625,1444,1
10.626,2888,2
10.627,2888,2
10.628,2888,2
10.629,2888,2
10.63,2888,2
10.631,2888,2
10.632,2888,2
10.633,1444,1
10.634,1444,1
10.635,2888,2
10.636,2888,2
10.637,2888,2
10.638,2888,2
10.639,2888,2
10.64,2888,2
10.641,2888,2
10.642,2888,2
10.644,2888,2
10.645,2888,2
10.646,2888,2
10.647,2888,2
10.648,2888,2
10.649,2888,2
10.65,2888,2
10.651,2888,2
10.652,1444,1
10.653,1444,1
10.654,2888,2
10.655,2888,2
10.656,2888,2
10.657,2888,2
10.658,2888,2
10.66,5776,4
10.661,1444,1
10.662,1444,1
10.663,2888,2
10.664,2888,2
10.665,2888,2
10.666,2888,2
10.667,2888,2
10.668,2888,2
10.669,2888,2
10.67,1444,1
10.671,1444,1
10.672,2888,2
10.673,2888,2
10.674,2888,2
10.675,2888,2
10.676,2888,2
10.677,2888,2
10.678,2888,2
10.679,1444,1
10.68,1444,1
10.681,2888,2
10.682,2888,2
10.683,2888,2
10.684,2888,2
10.685,2888,2
10.686,2888,2
10.687,2888,2
10.688,2888,2
10.689,1444,1
10.69,1444,1
10.691,2888,2
10.692,2888,2
10.693,2888,2
10.694,2888,2
10.695,2888,2
10.696,2888,2
10.697,2888,2
10.698,1444,1
10.699,1444,1
10.7,2888,2
10.701,2888,2
10.702,2888,2
10.703,2888,2
10.704,2888,2
10.705,2888,2
10.706,2888,2
10.707,1444,1
10.708,1444,1
10.709,2888,2
10.71,2888,2
10.711,2888,2
10.712,2888,2
10.713,2888,2
10.714,2888,2
10.715,2888,2
10.716,2888,2
10.718,2888,2
10.719,2888,2
10.72,2888,2
10.721,2888,2
10.722,2888,2
10.723,2888,2
10.724,2888,2
10.725,2888,2
10.727,2888,2
10.728,2888,2
10.729,2888,2
10.73,2888,2
10.731,2888,2
10.732,2888,2
10.733,2888,2
10.734,2888,2
10.736,2888,2
10.737,2888,2
10.738,2888,2
10.739,2888,2
10.74,2888,2
10.741,2888,2
10.742,2888,2
10.743,2888,2
10.744,1444,1
10.745,1444,1
10.746,2888,2
10.747,2888,2
10.748,2888,2
10.749,2888,2
10.75,2888,2
10.751,2888,2
10.752,2888,2
10.753,2888,2
10.754,1444,1
10.755,1444,1
10.756,2888,2
10.757,2888,2
10.758,2888,2
10.759,2888,2
10.76,2888,2
10.761,2888,2
10.762,2888,2
10.763,1444,1
10.764,1444,1
10.765,2888,2
10.766,2888,2
10.767,2888,2
10.768,2888,2
10.769,2888,2
10.77,2888,2
10.771,2888,2
10.772,1444,1
10.773,1444,1
10.774,2888,2
10.775,2888,2
10.776,2888,2
10.777,2888,2
10.778,2888,2
10.779,2888,2
10.78,2888,2
10.781,2888,2
10.783,2888,2
10.784,2888,2
10.785,2888,2
10.786,2888,2
10.787,2888,2
10.788,2888,2
10.789,2888,2
10.79,2888,2
10.791,1444,1
10.792,1444,1
10.793,2888,2
10.794,2888,2
10.795,2888,2
10.796,2888,2
10.797,2888,2
10.798,2888,2
10.799,2888,2
10.8,1444,1
10.801,1444,1
10.802,2888,2
10.803,2888,2
10.804,2888,2
10.805,2888,2
10.806,2888,2
10.807,2888,2
10.808,2888,2
10.809,1444,1
10.81,1444,1
10.811,2888,2
10.812,2888,2
10.813,2888,2
10.814,2888,2
10.815,2888,2
10.816,2888,2
10.817,2888,2
10.818,1444,1
10.819,1444,1
10.82,2888,2
10.821,2888,2
10.822,2888,2
10.823,2888,2
10.824,2888,2
10.825,2888,2
10.826,2888,2
10.827,2888,2
10.829,2888,2
10.83,2888,2
10.831,2888,2
10.832,2888,2
10.833,2888,2
10.834,2888,2
10.835,2888,2
10.836,2888,2
10.837,1444,1
10.838,1444,1
10.839,2888,2
10.84,2888,2
10.841,2888,2
10.842,2888,2
10.843,2888,2
10.844,2888,2
10.845,2888,2
10.846,1444,1
10.847,1444,1
10.848,2888,2
10.849,2888,2
10.85,2888,2
10.851,2888,2
10.852,2888,2
10.853,2888,2
10.854,2888,2
10.855,1444,1
10.856,1444,1
10.857,2888,2
10.858,2888,2
10.859,2888,2
10.86,2888,2
10.861,2888,2
10.862,2888,2
10.863,2888,2
10.864,2888,2
10.865,1444,1
10.866,1444,1
10.867,2888,2
10.868,2888,2
10.869,2888,2
10.87,2888,2
10.871,2888,2
10.872,2888,2
10.873,2888,2
10.874,1444,1
10.875,1444,1
10.876,2888,2
10.877,2888,2
10.878,2888,2
10.879,2888,2
10.88,2888,2
10.881,2888,2
10.882,2888,2
10.883,1444,1
10.884,1444,1
10.885,2888,2
10.886,2888,2
10.887,2888,2
10.888,2888,2
10.889,2888,2
10.89,2888,2
10.891,2888,2
10.892,1444,1
10.893,1444,1
10.894,2888,2
10.895,2888,2
10.896,2888,2
10.897,2888,2
10.898,2888,2
10.899,2888,2
10.9,2888,2
10.901,2888,2
10.902,1444,1
10.903,1444,1
10.904,2888,2
10.905,2888,2
10.906,2888,2
10.907,2888,2
10.908,2888,2
10.909,2888,2
10.91,2888,2
10.911,1444,1
10.912,1444,1
10.913,2888,2
10.914,2888,2
10.915,2888,2
10.916,2888,2
10.917,2888,2
10.918,2888,2
10.919,2888,2
10.92,1444,1
10.921,1444,1
10.922,2888,2
10.923,2888,2
10.924,2888,2
10.925,2888,2
10.926,2888,2
10.927,2888,2
10.928,2888,2
10.929,2888,2
10.931,2888,2
10.932,2888,2
10.933,2888,2
10.934,2888,2
10.935,2888,2
10.936,2888,2
10.937,2888,2
10.938,2888,2
10.939,1444,1
10.94,1444,1
10.941,2888,2
10.942,2888,2
10.943,2888,2
10.944,2888,2
10.945,2888,2
10.946,2888,2
10.947,2888,2
10.948,1444,1
10.949,1444,1
10.95,2888,2
10.951,2888,2
10.952,2888,2
10.953,2888,2
10.954,2888,2
10.955,2888,2
10.956,2888,2
10.957,1444,1
10.958,1444,1
10.959,2888,2
10.96,2888,2
10.961,2888,2
10.962,2888,2
10.963,2888,2
10.965,5776,4
10.966,1444,1
10.967,2888,2
10.968,1444,1
10.969,2888,2
10.97,2888,2
10.971,2888,2
10.972,2888,2
10.973,2888,2
10.974,2888,2
10.975,2888,2
10.976,1444,1
10.977,1444,1
10.978,2888,2
10.979,2888,2
10.98,2888,2
10.981,2888,2
10.982,2888,2
10.983,2888,2
10.984,2888,2
10.985,1444,1
10.986,1444,1
10.987,2888,2
10.988,2888,2
10.989,2888,2
10.99,2888,2
10.991,2888,2
10.992,2888,2
10.993,2888,2
10.994,1444,1
10.995,1444,1
10.996,2888,2
10.997,2888,2
10.998,2888,2
10.999,2888,2
11.0,2888,2
11.001,2888,2
11.002,2888,2
11.003,2888,2
11.004,1444,1
11.005,1444,1
11.006,2888,2
11.007,2888,2
11.008,2888,2
11.009,2888,2
11.01,2888,2
11.011,2888,2
11.012,2888,2
11.013,1444,1
11.014,1444,1
11.015,2888,2
11.016,2888,2
11.017,2888,2
11.018,2888,2
11.019,2888,2
11.02,2888,2
11.021,2888,2
11.022,1444,1
11.023,1444,1
11.024,2888,2
11.025,2888,2
11.026,2888,2
11.027,2888,2
11.028,2888,2
11.029,2888,2
11.03,2888,2
11.031,1444,1
11.032,1444,1
11.033,2888,2
11.034,2888,2
11.035,2888,2
11.036,2888,2
11.037,2888,2
11.038,2888,2
11.039,2888,2
11.041,4332,3
11.042,1444,1
11.043,2888,2
11.044,2888,2
11.045,2888,2
11.046,2888,2
11.047,2888,2
11.048,2888,2
11.049,2888,2
11.05,1444,1
11.051,1444,1
11.052,2888,2
11.053,2888,2
11.054,2888,2
11.055,2888,2
11.056,2888,2
11.057,2888,2
11.058,2888,2
11.059,1444,1
11.06,1444,1
11.061,2888,2
11.062,2888,2
11.063,2888,2
11.064,2888,2
11.065,2888,2
11.066,2888,2
11.067,2888,2
11.068,2888,2
11.07,2888,2
11.071,2888,2
11.072,2888,2
11.073,2888,2
11.074,2888,2
11.075,2888,2
11.076,2888,2
11.077,2888,2
11.078,1444,1
11.079,1444,1
11.08,2888,2
11.081,2888,2
11.082,2888,2
11.083,2888,2
11.084,2888,2
11.085,2888,2
11.086,2888,2
11.087,1444,1
11.088,1444,1
11.089,2888,2
11.09,2888,2
11.091,2888,2
11.092,2888,2
11.093,2888,2
11.094,2888,2
11.095,2888,2
11.096,1444,1
11.097,1444,1
11.098,2888,2
11.099,2888,2
11.1,2888,2
11.101,2888,2
11.102,2888,2
11.103,2888,2
11.104,2888,2
11.105,1444,1
11.106,1444,1
11.107,2888,2
11.108,2888,2
11.109,2888,2
11.11,2888,2
11.111,2888,2
11.112,2888,2
11.113,2888,2
11.114,2888,2
11.115,1444,1
11.116,1444,1
11.117,2888,2
11.118,2888,2
11.119,2888,2
11.12,2888,2
11.121,2888,2
11.122,2888,2
11.123,2888,2
11.124,1444,1
11.125,1444,1
11.126,2888,2
11.127,2888,2
11.128,2888,2
11.129,2888,2
11.13,2888,2
11.131,2888,2
11.132,2888,2
11.133,1444,1
11.134,1444,1
11.135,2888,2
11.136,2888,2
11.137,2888,2
11.138,2888,2
11.139,2888,2
11.14,2888,2
11.141,2888,2
11.142,1444,1
11.143,1444,1
11.144,2888,2
11.145,2888,2
11.146,2888,2
11.147,2888,2
11.148,2888,2
11.149,2888,2
11.15,2888,2
11.151,2888,2
11.152,1444,1
11.153,1444,1
11.154,2888,2
11.155,2888,2
11.156,2888,2
11.157,2888,2
11.158,2888,2
11.159,2888,2
11.16,2888,2
11.161,1444,1
11.162,1444,1
11.163,2888,2
11.164,2888,2
11.165,2888,2
11.166,2888,2
11.167,2888,2
11.168,2888,2
11.169,2888,2
11.17,2888,2
11.172,2888,2
11.173,2888,2
11.174,2888,2
11.175,2888,2
11.176,2888,2
11.177,2888,2
11.178,2888,2
11.179,2888,2
11.181,2888,2
11.182,2888,2
11.183,2888,2
11.184,2888,2
11.185,2888,2
11.186,2888,2
11.187,2888,2
11.188,2888,2
11.189,1444,1
11.19,1444,1
11.191,2888,2
11.192,2888,2
11.193,2888,2
11.194,2888,2
11.195,2888,2
11.196,2888,2
11.197,2888,2
11.198,2888,2
11.2,2888,2
11.201,2888,2
11.202,2888,2
11.203,2888,2
11.204,2888,2
11.205,2888,2
11.206,2888,2
11.207,2888,2
11.209,2888,2
11.21,2888,2
11.211,2888,2
11.212,2888,2
11.213,2888,2
11.214,2888,2
11.215,2888,2
11.216,2888,2
11.217,1444,1
11.218,1444,1
11.219,2888,2
11.22,2888,2
11.221,2888,2
11.222,2888,2
11.223,2888,2
11.224,2888,2
11.225,2888,2
11.226,1444,1
11.227,1444,1
11.228,2888,2
11.229,2888,2
11.23,2888,2
11.231,2888,2
11.232,2888,2
11.233,2888,2
11.234,2888,2
11.235,2888,2
11.237,2888,2
11.238,2888,2
11.239,2888,2
11.24,2888,2
11.241,2888,2
11.242,2888,2
11.243,2888,2
11.244,2888,2
11.246,2888,2
11.247,2888,2
11.248,2888,2
11.249,2888,2
11.25,2888,2
11.251,2888,2
11.252,2888,2
11.253,2888,2
11.255,2888,2
11.256,2888,2
11.257,2888,2
11.258,2888,2
11.259,2888,2
11.26,2888,2
11.261,2888,2
11.262,2888,2
11.263,1444,1
11.264,1444,1
11.265,2888,2
11.266,2888,2
11.267,2888,2
11.268,2888,2
11.269,1444,1
11.27,4332,3
11.271,2888,2
11.272,1444,1
11.273,1444,1
11.274,2888,2
11.275,2888,2
11.276,2888,2
11.277,2888,2
11.278,2888,2
11.279,2888,2
11.28,2888,2
11.281,1444,1
11.282,1444,1
11.283,2888,2
11.284,2888,2
11.285,2888,2
11.286,2888,2
11.287,2888,2
11.288,2888,2
11.289,2888,2
11.29,2888,2
11.291,1444,1
11.292,1444,1
11.293,2888,2
11.294,2888,2
11.295,2888,2
11.296,2888,2
11.297,2888,2
11.298,2888,2
11.299,1444,1
11.3,2888,2
11.301,1444,1
11.302,2888,2
11.303,2888,2
11.304,2888,2
11.305,2888,2
11.306,2888,2
11.307,2888,2
11.308,2888,2
11.309,1444,1
11.31,1444,1
11.311,2888,2
11.312,2888,2
11.313,2888,2
11.314,2888,2
11.315,2888,2
11.316,2888,2
11.317,2888,2
11.318,1444,1
11.319,1444,1
11.32,2888,2
11.321,2888,2
11.322,2888,2
11.323,2888,2
11.324,2888,2
11.325,2888,2
11.326,2888,2
11.327,1444,1
11.328,2888,2
11.329,1444,1
11.33,2888,2
11.331,2888,2
11.332,2888,2
11.333,2888,2
11.334,2888,2
11.335,2888,2
11.336,2888,2
11.337,1444,1
11.338,1444,1
11.339,2888,2
11.34,2888,2
11.341,2888,2
11.342,2888,2
11.343,2888,2
11.344,2888,2
11.346,4332,3
11.347,1444,1
11.348,2888,2
11.349,2888,2
11.35,2888,2
11.351,2888,2
11.352,2888,2
11.353,2888,2
11.354,2888,2
11.355,2888,2
11.357,2888,2
11.358,2888,2
11.359,2888,2
11.36,2888,2
11.361,2888,2
11.362,2888,2
11.363,2888,2
11.364,2888,2
11.365,1444,1
11.366,1444,1
11.367,2888,2
11.368,2888,2
11.369,2888,2
11.37,2888,2
11.371,2888,2
11.372,2888,2
11.373,2888,2
11.374,1444,1
11.375,1444,1
11.376,2888,2
11.377,2888,2
11.378,2888,2
11.379,2888,2
11.38,2888,2
11.381,2888,2
11.382,2888,2
11.383,1444,1
11.384,1444,1
11.385,2888,2
11.386,2888,2
11.387,2888,2
11.388,2888,2
11.389,2888,2
11.39,2888,2
11.391,2888,2
11.392,1444,1
11.393,1444,1
11.394,2888,2
11.395,2888,2
11.396,2888,2
11.397,2888,2
11.398,2888,2
11.399,2888,2
11.4,2888,2
11.401,2888,2
11.402,1444,1
11.403,1444,1
11.404,2888,2
11.405,2888,2
11.406,2888,2
11.407,2888,2
11.408,2888,2
11.409,2888,2
11.41,2888,2
11.411,1444,1
11.412,1444,1
11.413,2888,2
11.414,2888,2
11.415,2888,2
11.416,2888,2
11.417,2888,2
11.418,2888,2
11.419,2888,2
11.42,1444,1
11.421,1444,1
11.422,2888,2
11.423,2888,2
11.424,2888,2
11.425,2888,2
11.426,2888,2
11.427,2888,2
11.428,2888,2
11.429,1444,1
11.43,1444,1
11.431,2888,2
11.432,2888,2
11.433,2888,2
11.434,2888,2
11.435,2888,2
11.436,2888,2
11.437,2888,2
11.438,2888,2
11.439,1444,1
11.44,1444,1
11.441,2888,2
11.442,2888,2
11.443,2888,2
11.444,2888,2
11.445,2888,2
11.446,2888,2
11.447,2888,2
11.448,1444,1
11.449,1444,1
11.45,2888,2
11.451,2888,2
11.452,2888,2
11.453,2888,2
11.454,2888,2
11.455,2888,2
11.456,2888,2
11.457,1444,1
11.458,1444,1
11.459,2888,2
11.46,2888,2
11.461,2888,2
11.462,2888,2
11.463,2888,2
11.464,2888,2
11.465,2888,2
11.466,2888,2
11.467,1444,1
11.468,1444,1
11.469,2888,2
11.47,2888,2
11.471,2888,2
11.472,2888,2
11.473,2888,2
11.474,2888,2
11.475,2888,2
11.476,1444,1
11.477,1444,1
11.478,2888,2
11.479,2888,2
11.48,2888,2
11.481,2888,2
11.482,2888,2
11.483,2888,2
11.484,2888,2
11.485,1444,1
11.486,1444,1
11.487,2888,2
11.488,2888,2
11.489,2888,2
11.49,2888,2
11.491,2888,2
11.492,2888,2
11.493,2888,2
11.494,1444,1
11.495,1444,1
11.496,2888,2
11.497,2888,2
11.498,2888,2
11.499,2888,2
11.5,2888,2
11.501,2888,2
11.502,2888,2
11.503,2888,2
11.504,1444,1
11.505,1444,1
11.506,2888,2
11.507,2888,2
11.508,2888,2
11.509,2888,2
11.51,2888,2
11.511,2888,2
11.512,2888,2
11.513,1444,1
11.514,1444,1
11.515,2888,2
11.516,2888,2
11.517,2888,2
11.518,2888,2
11.519,2888,2
11.52,2888,2
11.521,2888,2
11.522,1444,1
11.523,1444,1
11.524,2888,2
11.525,2888,2
11.526,2888,2
11.527,2888,2
11.528,2888,2
11.529,2888,2
11.53,2888,2
11.531,2888,2
11.533,2888,2
11.534,2888,2
11.535,2888,2
11.536,2888,2
11.537,2888,2
11.538,2888,2
11.539,2888,2
11.54,2888,2
11.541,1444,1
11.542,1444,1
11.543,2888,2
11.544,2888,2
11.545,2888,2
11.546,2888,2
11.547,2888,2
11.548,2888,2
11.549,2888,2
11.55,1444,1
11.551,1444,1
11.552,2888,2
11.553,2888,2
11.554,2888,2
11.555,2888,2
11.556,2888,2
