Segundos_em_0.0001,Bytes_Por_0.0001_Segundo,Quantidade_pacotes
10.6596,2888,2
10.6603,1444,1
10.6604,1444,1
10.6615,1444,1
10.6616,1444,1
10.6626,1444,1
10.6627,1444,1
10.6637,1444,1
10.6638,1444,1
10.6648,1444,1
10.6649,1444,1
10.6659,1444,1
10.6661,1444,1
10.6671,2888,2
10.6682,1444,1
10.6683,1444,1
10.6693,1444,1
10.6694,1444,1
10.6704,1444,1
10.6705,1444,1
10.6716,2888,2
10.6727,1444,1
10.6728,1444,1
10.6738,2888,2
10.6749,1444,1
10.6751,1444,1
10.676,1444,1
10.6762,1444,1
10.6772,1444,1
10.6773,1444,1
10.6783,1444,1
10.6784,1444,1
10.6794,1444,1
10.6795,1444,1
10.6805,1444,1
10.6806,1444,1
10.6816,1444,1
10.6817,1444,1
10.6827,1444,1
10.6829,1444,1
10.6839,1444,1
10.684,1444,1
10.685,1444,1
10.6851,1444,1
10.6861,1444,1
10.6862,1444,1
10.6872,1444,1
10.6873,1444,1
10.6884,1444,1
10.6885,1444,1
10.6895,1444,1
10.6896,1444,1
10.6906,1444,1
10.6907,1444,1
10.6917,1444,1
10.6918,1444,1
10.6928,1444,1
10.6929,1444,1
10.694,1444,1
10.6941,1444,1
10.6951,1444,1
10.6952,1444,1
10.6962,1444,1
10.6963,1444,1
10.6973,1444,1
10.6974,1444,1
10.6984,1444,1
10.6986,1444,1
10.6996,2888,2
10.7007,1444,1
10.7008,1444,1
10.7018,1444,1
10.7019,1444,1
10.7029,1444,1
10.703,1444,1
10.7041,1444,1
10.7042,1444,1
10.7052,1444,1
10.7053,1444,1
10.7063,1444,1
10.7064,1444,1
10.7074,1444,1
10.7075,1444,1
10.7085,1444,1
10.7087,1444,1
10.7097,1444,1
10.7098,1444,1
10.7108,1444,1
10.7109,1444,1
10.7119,1444,1
10.7121,1444,1
10.713,1444,1
10.7131,1444,1
10.7142,1444,1
10.7143,1444,1
10.7153,1444,1
10.7154,1444,1
10.7164,1444,1
10.7165,1444,1
10.7175,1444,1
10.7176,1444,1
10.7186,1444,1
10.7187,1444,1
10.7198,2888,2
10.7209,1444,1
10.721,1444,1
10.722,1444,1
10.7221,1444,1
10.7231,1444,1
10.7232,1444,1
10.7242,1444,1
10.7244,1444,1
10.7254,1444,1
10.7255,1444,1
10.7265,1444,1
10.7266,1444,1
10.7276,1444,1
10.7277,1444,1
10.7287,1444,1
10.7288,1444,1
10.7298,1444,1
10.7299,1444,1
10.731,1444,1
10.7311,1444,1
10.7321,2888,2
10.7332,1444,1
10.7333,1444,1
10.7343,1444,1
10.7344,1444,1
10.7359,2888,2
10.7366,1444,1
10.7367,1444,1
10.7377,1444,1
10.7378,1444,1
10.7388,1444,1
10.7389,1444,1
10.7399,1444,1
10.7401,1444,1
10.7411,1444,1
10.7412,1444,1
10.7422,1444,1
10.7423,1444,1
10.7433,1444,1
10.7434,1444,1
10.7444,1444,1
10.7445,1444,1
10.7455,1444,1
10.7456,1444,1
10.7467,1444,1
10.7468,1444,1
10.7478,2888,2
10.7489,2888,2
10.75,1444,1
10.7501,1444,1
10.7511,1444,1
10.7512,1444,1
10.7523,1444,1
10.7524,1444,1
10.7534,1444,1
10.7535,1444,1
10.7545,1444,1
10.7546,1444,1
10.7556,1444,1
10.7557,1444,1
10.7568,1444,1
10.7569,1444,1
10.7579,1444,1
10.758,1444,1
10.759,1444,1
10.7591,1444,1
10.7601,1444,1
10.7602,1444,1
10.7612,1444,1
10.7613,1444,1
10.7623,1444,1
10.7624,1444,1
10.7635,1444,1
10.7636,1444,1
10.7646,1444,1
10.7647,1444,1
10.7657,1444,1
10.7658,1444,1
10.7668,1444,1
10.767,1444,1
10.768,1444,1
10.7681,1444,1
10.7691,1444,1
10.7692,1444,1
10.7702,1444,1
10.7703,1444,1
10.7713,1444,1
10.7714,1444,1
10.7724,1444,1
10.7725,1444,1
10.7736,2888,2
10.7747,1444,1
10.7748,1444,1
10.7758,1444,1
10.7759,1444,1
10.7769,1444,1
10.777,1444,1
10.778,1444,1
10.7781,1444,1
10.7792,1444,1
10.7793,1444,1
10.7803,1444,1
10.7804,1444,1
10.7814,1444,1
10.7815,1444,1
